Precio,Habitaciones,Piso,Barrio
328161,1,18,17
369060,3,13,20
715343,3,2,34
676954,1,16,18
763703,3,3,3
150834,1,2,13
906250,3,13,45
92066,3,7,30
875502,5,9,18
26475,4,4,34
300194,2,7,30
39422,4,19,15
764733,4,19,9
505004,3,12,21
371071,3,10,17
475640,4,14,15
90036,5,20,14
611512,5,17,27
480818,4,7,31
660008,3,11,20
992534,4,15,9
984024,5,8,7
878931,4,15,27
698226,1,1,12
250710,3,9,10
639287,4,12,12
396166,4,3,39
462704,2,5,41
172334,2,7,6
838023,4,5,10
479181,2,6,47
239214,4,7,41
205090,3,19,23
827445,1,5,20
900851,1,7,24
935007,3,12,2
640465,3,17,16
857724,2,10,5
798670,1,7,14
832991,2,7,41
630705,1,16,38
507927,4,13,39
761787,4,1,2
358033,3,17,14
982832,4,2,7
378202,3,2,7
950505,5,18,21
673441,3,14,45
821807,3,14,13
664464,4,10,24
399455,4,3,32
367074,4,16,9
697315,3,16,22
75308,3,7,27
767248,3,12,17
380436,2,6,16
180797,3,20,6
245652,1,13,2
513684,2,8,36
49596,2,13,24
541621,2,6,30
777058,4,13,1
179150,4,19,37
747424,5,16,5
713131,4,3,1
866498,1,5,29
524051,5,3,35
903759,3,6,37
968214,3,2,44
465240,4,14,10
75408,5,11,31
803485,3,17,36
810386,2,5,2
309248,1,2,2
684645,5,17,30
635384,5,19,14
459853,4,8,4
417407,2,20,50
819330,4,16,47
408769,4,20,8
363261,5,11,42
668095,3,19,7
443094,5,13,36
207650,1,18,48
858198,3,13,23
362247,5,17,50
684522,4,9,39
727228,1,6,29
81437,3,20,26
194466,4,2,48
262044,3,5,24
196278,4,5,9
800764,1,17,45
437034,4,7,21
788596,5,14,16
202539,4,8,8
553709,4,16,50
877402,4,1,29
780729,2,2,40
596379,4,18,5
915048,5,16,29
398269,1,1,16
119035,2,13,42
538993,5,15,29
846629,3,8,19
195317,5,17,37
501426,3,13,37
482260,1,2,36
925808,4,14,18
621667,1,15,48
195733,5,17,47
206707,4,1,20
135924,5,10,29
412359,5,19,36
125708,1,5,26
621823,3,16,45
150325,5,11,5
424716,3,18,47
528963,2,13,24
463314,4,3,16
319710,5,3,12
950112,3,9,9
855196,5,11,20
376075,3,5,17
560730,5,17,20
772549,5,18,35
150505,1,17,25
761538,2,20,2
334159,2,5,43
736938,2,17,1
417636,1,9,44
112945,3,3,7
363875,3,5,45
407197,1,10,21
362189,2,9,28
971047,4,15,48
733330,3,4,11
105245,3,13,13
980453,2,17,45
366151,5,3,44
268007,3,17,2
801746,5,2,35
801029,3,7,32
659174,4,8,32
869278,1,4,6
470476,3,1,22
932851,3,17,13
821272,3,7,42
580322,3,14,18
171461,1,11,23
566115,1,3,5
648139,5,5,40
519584,3,16,8
601345,1,18,29
290700,2,7,43
693678,2,17,43
234209,3,14,21
642138,3,11,10
995586,2,3,13
581796,1,14,36
175862,4,1,28
901673,4,3,23
635549,4,16,35
948059,4,17,39
772758,3,10,49
989714,3,18,17
887109,4,14,13
748842,3,13,45
366245,4,9,3
343684,3,5,17
868895,1,13,39
288019,2,8,12
755979,1,8,46
107427,3,11,9
262154,1,15,46
979473,2,20,24
33976,3,15,2
90353,5,20,36
291683,1,13,17
447130,4,6,20
882768,1,14,46
978024,4,11,21
207512,3,9,36
898880,2,3,36
829505,5,11,40
62504,3,8,43
909893,2,6,6
506830,1,14,50
420860,4,5,49
614796,2,4,50
850652,3,15,50
864659,5,7,50
173908,1,10,24
323201,1,16,39
524376,4,15,4
495252,5,20,11
49365,5,7,38
270557,5,6,37
337959,1,9,42
704363,3,8,18
508047,2,13,25
627572,1,10,33
198270,5,9,21
146427,2,9,39
160574,2,3,25
60049,3,6,22
889588,5,20,37
626422,4,5,6
95004,2,4,39
558447,3,14,18
710095,1,7,24
526425,3,14,28
571369,1,6,32
188669,3,9,1
943336,2,12,40
380334,2,7,25
823334,4,2,34
237456,5,18,32
377935,1,11,47
594577,5,1,46
124547,1,15,9
645753,1,9,18
25828,3,5,38
444824,2,9,33
228202,4,10,33
103183,5,4,34
927221,1,4,23
417496,5,9,29
863633,3,16,1
620155,4,14,38
595380,3,14,20
561501,1,15,13
110936,1,15,4
730881,4,2,44
818556,4,6,9
439156,5,14,43
356063,3,20,8
719790,5,5,24
202035,5,2,22
403806,3,9,19
573173,3,19,32
503164,5,12,27
742263,5,4,46
643980,3,20,8
89774,2,17,44
347094,1,13,22
655994,4,10,39
607302,2,13,36
817239,3,10,2
894732,4,7,20
95502,2,14,26
74265,2,11,24
487253,4,6,1
175362,2,1,5
833939,2,6,28
915944,1,7,47
216842,2,8,32
488609,2,2,49
982788,4,3,44
312670,2,12,10
994866,5,13,36
863680,2,10,26
223511,4,4,46
215007,2,11,24
121936,2,5,16
284788,1,14,20
395150,2,16,15
58369,1,5,3
117648,2,2,41
647696,4,9,16
740883,5,4,4
97564,5,7,11
146776,5,16,28
427531,4,6,23
495710,3,19,3
584943,5,15,17
329867,3,8,42
658297,5,5,41
909098,3,11,14
809099,2,2,22
316850,2,13,37
234427,2,12,36
869192,4,14,7
635930,1,2,46
820442,2,10,12
500377,5,11,16
616727,3,18,45
737519,4,20,32
896879,5,10,40
655496,3,4,43
421746,3,5,30
895721,1,16,29
835066,4,15,43
705179,5,6,28
59517,3,6,2
606775,2,5,15
176380,1,8,14
562890,4,14,1
119503,2,4,15
847969,1,6,29
790454,1,11,45
876602,2,9,1
314569,2,6,27
493931,2,20,30
231986,4,2,45
259006,3,6,39
830359,1,17,40
630059,1,5,40
20640,2,14,28
205927,1,17,39
81919,4,9,15
738486,2,8,36
609019,1,18,3
760049,4,5,36
173836,4,19,32
919387,3,16,34
381071,3,13,29
502800,1,20,2
368723,1,14,8
247558,1,10,25
542012,3,7,28
483248,1,8,29
742469,4,20,15
949973,1,5,24
371492,5,4,15
919531,2,19,21
169950,5,10,44
871505,5,18,19
767753,3,6,39
101743,2,4,48
574118,3,7,27
712998,5,5,11
385920,1,10,2
426243,2,12,17
205061,4,12,7
516413,4,19,24
328913,1,14,32
935964,2,20,21
285189,3,5,30
57636,5,7,14
795598,3,4,22
276918,1,20,23
45965,4,18,3
791207,4,4,41
587573,3,3,20
694390,3,17,11
373291,4,20,46
799554,3,13,39
30117,5,11,18
375926,1,18,31
412175,3,1,19
723234,2,16,41
616299,3,2,21
187270,1,11,1
108489,1,8,11
558884,1,11,50
273749,4,1,8
964827,3,2,4
97300,4,16,27
194163,3,9,1
914794,1,2,17
545762,5,8,14
375335,4,1,13
713083,4,14,40
684067,5,7,41
636216,2,15,1
653144,3,13,42
455501,1,3,39
716707,4,19,48
962664,2,11,36
363392,2,8,49
741111,1,9,42
976714,2,6,14
592488,5,14,33
129801,2,1,42
103407,2,8,8
826074,1,11,15
641716,1,5,4
658863,3,16,41
36815,5,11,5
288555,4,8,35
538004,2,18,41
234259,5,12,49
944633,5,8,16
406918,1,9,4
811609,5,5,27
599989,3,11,34
695916,4,17,46
112801,4,1,50
945558,5,8,17
112497,3,11,33
768537,4,7,37
780802,3,15,39
86961,2,20,32
946793,4,4,39
369359,2,16,32
970296,1,9,28
548214,1,6,44
56747,5,7,49
614402,5,19,31
295288,3,3,9
319880,5,7,6
320036,2,7,38
551329,3,6,17
506919,3,16,11
972542,1,6,36
672075,2,16,43
80202,3,18,40
172709,4,3,34
669421,2,2,49
232771,3,6,45
748597,1,5,11
773121,4,10,45
278979,5,16,46
723506,2,3,38
48322,3,18,15
467777,5,6,33
194778,3,18,9
361941,1,1,3
64095,3,18,45
280827,1,20,14
808824,3,4,48
996605,3,17,19
370519,3,13,13
449975,5,15,3
32877,5,17,43
594468,5,12,12
175256,1,13,43
742421,1,10,22
393476,5,12,25
987348,4,4,27
308827,5,19,15
423977,5,3,37
688911,4,7,3
933371,3,7,29
501374,5,14,21
776960,3,16,48
945236,3,20,50
295241,4,6,35
134046,1,19,18
601403,4,9,9
236729,2,6,34
120596,1,16,43
785001,1,14,26
62718,4,11,23
946691,4,18,14
900773,4,20,27
124218,3,15,28
503140,5,12,37
453668,5,15,30
727326,1,7,15
34666,5,17,15
771124,3,12,6
237787,3,3,27
393113,3,18,38
392603,3,11,1
852974,3,20,18
240164,4,10,28
621014,3,12,41
334728,5,11,16
619265,5,9,7
378654,3,14,10
45623,3,2,21
102966,2,12,7
686592,1,6,30
398086,4,20,44
203413,3,19,2
940013,2,14,40
615482,3,18,30
110509,5,5,43
386944,2,13,12
923057,3,16,30
603660,4,6,1
605638,1,19,4
285230,1,16,26
382797,2,6,41
971086,4,16,38
400196,4,12,18
310752,4,17,17
837645,2,11,20
96706,5,18,42
329150,1,16,16
256365,5,4,10
957433,3,3,18
421224,2,10,27
913911,1,19,2
657695,1,9,39
891446,4,12,20
538692,2,9,22
138364,1,16,1
32575,1,7,21
72418,5,6,29
595821,4,7,3
133912,1,11,7
815603,5,14,45
658486,5,11,30
794401,5,12,20
345707,5,4,13
475690,1,18,50
882506,1,16,38
260882,1,8,15
144362,1,15,39
821393,2,20,42
941792,1,2,40
811169,4,15,2
28531,5,6,45
24623,1,19,50
55966,3,20,12
58178,3,2,29
821403,4,15,19
325366,2,2,20
902217,3,14,5
680297,3,3,10
331457,4,13,42
581784,3,16,15
789846,3,18,31
862201,2,11,34
443894,1,2,31
260490,4,2,38
219655,1,8,6
756539,1,20,47
284362,3,13,3
785713,2,19,44
796653,4,14,13
712955,4,11,8
220141,1,14,32
272368,1,3,50
284114,4,15,36
574713,2,14,10
442195,1,1,36
276753,2,2,22
792040,2,10,43
174559,3,11,6
812805,5,20,15
693845,3,15,10
556074,4,17,2
716048,2,14,26
309073,1,2,16
310171,3,6,34
588465,3,7,16
590886,5,10,33
622545,4,11,43
558851,4,7,46
535380,1,8,45
929918,3,11,33
616323,2,16,46
406146,4,4,27
679543,2,8,6
397602,4,14,5
225499,4,4,32
792334,1,8,12
176512,1,2,8
819128,5,5,48
477481,5,11,50
349962,3,16,11
148119,4,3,7
235300,5,17,37
34888,1,13,47
835377,5,9,34
36016,1,16,50
895529,4,10,2
501906,3,8,8
648034,2,13,42
483652,4,11,7
771762,1,20,25
539949,3,16,19
658409,3,14,40
973492,5,8,29
401893,1,17,37
642162,1,11,5
145815,2,2,22
855785,1,6,33
846407,3,20,27
348971,1,16,31
850876,3,20,25
756136,2,3,6
565888,5,1,5
84393,3,13,34
701414,2,6,30
976593,1,9,3
31871,3,6,11
279404,4,16,14
436392,3,11,45
796018,5,19,42
973080,2,10,39
867450,3,2,38
503653,3,20,26
415065,5,10,5
827492,5,10,2
958858,4,4,5
786997,1,8,27
963324,3,6,18
395615,3,13,15
711572,2,11,16
779776,4,3,21
769173,5,11,31
631061,3,18,4
522445,3,16,48
331014,1,8,16
792326,2,17,14
975608,4,18,36
459265,1,1,15
724169,4,20,15
879613,1,7,33
890519,4,3,39
430344,5,4,32
600442,5,16,32
306995,3,18,12
502070,4,10,24
161746,4,5,8
623844,3,19,21
309901,3,12,21
230523,2,7,46
972443,3,12,8
541580,5,13,49
149637,1,16,11
875360,1,13,20
453930,5,10,4
447772,2,17,47
180328,5,10,5
251037,1,1,17
229822,5,19,19
969476,5,18,42
587202,4,19,7
288833,3,6,50
698681,3,20,3
106846,1,16,29
239019,2,14,29
63646,5,5,3
802001,2,18,21
126257,4,10,24
244853,4,4,9
82532,1,1,35
904800,5,4,38
283834,2,13,38
547070,4,14,45
944260,2,19,41
898451,1,2,39
244575,3,7,36
212375,5,14,30
76588,1,11,41
52639,2,10,16
682400,5,4,46
809206,2,14,28
368149,2,10,11
182548,2,16,30
381224,3,4,37
531167,2,18,26
437928,2,6,23
220789,1,4,32
716988,2,15,24
587262,1,15,31
417985,3,3,42
417905,1,3,34
127355,2,14,37
427234,1,20,48
775697,1,6,38
936824,5,12,37
235893,2,14,21
463359,3,13,1
223973,2,19,22
562692,5,2,16
816296,5,10,49
204166,2,16,30
901881,4,6,41
508339,1,19,50
30293,1,6,5
274276,5,5,24
918008,1,1,14
314904,2,3,1
998763,1,15,17
423245,2,17,36
669207,2,11,47
915842,1,1,8
847802,5,17,44
389927,5,9,29
479868,5,1,35
491433,3,17,15
577726,3,6,8
935753,3,9,14
135627,5,19,2
859638,2,16,45
917236,3,17,31
488193,2,15,38
261642,2,6,46
328284,4,1,42
740786,3,1,39
323307,3,8,41
583078,1,11,16
346545,1,1,11
183599,4,9,1
840516,3,1,12
849751,4,12,49
289490,1,12,41
926416,2,17,4
631588,4,6,17
22918,1,7,26
768471,3,5,32
842809,2,13,37
685911,3,5,37
309915,1,7,43
481795,4,20,37
894043,3,7,46
665899,3,7,25
547636,1,3,14
942443,4,13,14
157908,3,8,23
817272,2,11,29
573753,5,3,34
381636,2,19,33
903749,3,20,1
975940,4,2,23
721809,5,18,6
116515,4,8,12
189744,2,2,49
42495,2,15,25
224148,5,12,34
472724,5,4,6
148007,5,7,8
623336,3,6,38
336654,3,20,25
186469,5,3,26
829123,4,3,42
684136,2,6,31
764014,2,18,35
859650,1,19,1
373124,2,1,2
533589,3,5,15
550970,2,17,23
149793,2,5,43
785325,2,8,25
790137,3,4,6
394583,1,6,12
291585,5,18,44
579825,2,4,32
29040,4,13,21
532910,2,19,44
579812,3,10,46
247788,1,15,41
424912,2,9,33
817514,4,2,41
256898,3,9,13
500059,1,5,2
166997,5,1,8
381619,1,2,34
800845,1,19,12
459728,4,11,13
590965,4,14,35
942531,4,3,30
971843,1,16,21
334237,1,19,10
428398,4,19,7
753748,1,2,42
299828,4,8,14
863641,4,16,37
39838,5,2,39
470555,1,1,45
530334,4,16,32
165853,5,19,21
681146,2,10,1
309546,5,13,20
64958,3,19,4
515898,3,18,24
717449,3,18,7
420758,4,16,45
165660,3,13,4
970246,5,4,9
208420,3,16,47
945021,4,17,50
148025,2,17,26
396264,1,20,12
612324,5,20,7
174136,5,17,27
822362,2,15,36
630501,2,8,29
316372,3,4,38
204034,4,11,45
946190,1,1,47
470911,1,1,49
712400,3,9,19
606193,4,13,47
688833,2,20,41
403520,4,8,13
262134,3,4,5
971040,3,5,2
131161,5,11,49
870201,5,8,27
945438,1,11,28
790472,5,9,40
194992,1,16,27
40667,3,10,20
159597,2,9,20
121211,4,1,10
63814,4,1,16
99784,1,1,43
95288,5,16,23
355813,3,9,12
659548,5,20,42
539464,5,4,1
816158,1,3,14
973803,5,17,32
783980,1,9,30
601888,2,13,33
874988,4,2,46
483082,4,18,28
864274,4,19,47
832905,1,19,8
734392,1,20,44
208534,3,9,39
594932,3,6,42
820611,4,11,49
461052,3,14,36
659126,3,4,17
343911,4,15,41
959809,1,17,22
54270,3,12,19
201596,4,8,1
590743,1,9,3
154072,2,9,9
694945,3,12,50
881894,1,14,25
997217,4,11,9
62198,4,9,11
809128,4,5,1
815050,4,4,35
991017,1,16,46
48645,1,19,38
553386,1,18,4
539070,5,10,23
883561,2,11,22
704814,3,3,31
104296,5,5,5
481490,3,19,45
814713,2,19,28
751889,3,18,8
153185,5,20,49
486428,5,3,42
253049,1,3,4
366852,3,17,40
138970,4,19,36
21433,5,7,41
414739,2,4,6
333718,3,20,23
757124,1,9,46
450417,2,1,26
787024,4,4,36
591571,4,7,29
857292,4,11,17
593495,2,8,2
448619,1,1,31
76740,5,11,18
129456,1,18,43
938553,1,15,19
771320,1,9,45
957133,5,1,3
180693,4,19,26
893103,2,3,40
47582,2,10,14
95043,2,7,48
365975,1,13,36
51490,1,14,42
767987,3,6,11
511957,1,17,13
484144,1,4,11
590457,5,6,13
800017,3,16,6
320366,3,11,16
196643,2,3,25
517598,1,15,39
398407,5,10,19
808319,4,3,12
605193,1,8,50
27604,5,19,43
905109,4,8,30
93558,3,18,18
559301,3,20,12
512991,1,11,12
833456,1,6,28
683205,1,14,16
658145,5,17,41
32588,4,12,32
572715,5,10,3
680924,4,15,21
678664,4,15,20
119300,3,18,8
53262,1,8,8
814444,1,16,13
749583,3,10,29
796687,3,13,38
221297,1,2,1
307778,1,20,21
156201,3,20,27
256960,5,18,25
364460,5,3,19
989987,2,9,32
378133,3,20,41
86973,3,10,39
226495,5,12,25
645807,4,17,47
992022,5,4,6
259447,5,12,17
115537,4,7,6
795770,2,14,41
717941,4,12,8
907192,4,8,22
809719,3,18,5
984386,3,13,1
937106,2,10,23
421368,5,1,33
556522,1,11,4
546553,3,15,39
900777,3,17,19
696743,1,6,10
439063,4,11,4
62385,4,8,37
191809,2,7,35
979340,2,17,43
875077,5,3,47
803265,1,8,7
441725,5,18,18
200783,3,14,49
922273,2,8,19
657708,4,1,5
442766,3,10,35
408023,4,4,42
121634,3,3,37
293691,2,4,7
500872,2,5,2
98984,4,14,8
51351,2,6,16
412522,1,1,6
648999,4,6,35
552535,3,12,19
793978,4,17,20
991083,2,14,29
317598,5,12,5
105930,3,12,43
180747,1,19,22
336669,2,14,22
735713,5,7,10
124214,1,13,15
258448,2,18,42
596547,5,5,40
735064,4,16,13
894890,5,9,5
849955,5,2,8
175162,2,9,32
559648,1,13,10
284578,1,19,29
646388,1,4,38
812017,3,16,15
82758,3,13,27
448132,5,2,46
472478,4,15,34
384319,1,14,41
436410,2,20,5
812877,5,12,32
139633,3,14,43
974138,4,20,12
312688,5,9,33
511613,3,11,5
624952,4,1,5
695037,1,18,29
664623,5,4,9
809837,1,10,3
104658,4,11,6
518023,5,18,45
459137,4,19,11
852363,3,12,9
286337,2,7,5
203835,4,8,22
727039,5,13,18
676252,3,8,12
821384,2,3,46
413269,1,5,28
201300,2,3,14
48044,5,1,41
378299,5,2,2
980397,1,10,23
559936,2,4,27
733754,1,14,32
161191,1,16,14
831770,1,16,8
536826,1,3,7
875227,5,3,49
191493,5,15,12
197737,3,17,45
135320,1,2,10
157172,5,16,42
108380,3,4,25
662326,3,17,2
640782,1,3,14
513276,2,13,36
368924,1,4,35
964903,2,6,35
379595,4,19,38
884858,1,7,14
525055,2,15,9
937657,3,14,24
461218,5,16,35
284487,4,9,10
991760,4,6,37
333865,5,19,32
466669,2,15,45
469928,5,4,5
500969,1,16,6
951051,2,2,12
476520,4,3,14
696703,1,2,43
130061,5,12,16
657504,5,4,17
761480,2,8,29
518546,2,15,37
429654,3,8,16
764565,5,17,47
271518,5,15,23
439161,1,20,42
592749,4,6,35
185582,5,2,35
34480,5,1,39
190330,1,6,10
55503,2,9,14
805017,3,5,27
282244,2,1,5
179595,5,14,19
474791,3,10,38
877509,2,19,8
866582,4,9,33
179537,1,4,10
106787,2,3,43
879207,2,11,35
372148,3,15,20
834964,5,12,39
969380,2,9,46
810879,2,6,19
744908,5,13,6
869321,1,18,41
514249,2,3,43
686209,3,19,23
100422,3,1,19
272862,3,5,10
224362,5,19,8
893861,1,11,4
912548,1,4,29
848092,3,16,20
179125,1,15,35
349899,1,12,46
227174,1,8,45
643341,2,18,3
251317,4,10,49
88454,3,8,13
906745,4,1,10
505609,3,16,16
557314,2,19,32
953972,2,18,16
367368,2,19,38
721824,4,20,45
626195,4,15,10
277790,5,8,22
575649,2,15,6
295846,2,15,25
635978,1,15,49
761108,1,8,47
373781,2,16,46
907640,5,3,27
810822,2,12,12
303775,3,12,33
152391,4,5,24
287875,5,14,44
881046,4,14,9
758253,3,6,38
434535,4,7,28
34440,1,19,3
663525,2,8,38
757423,1,17,48
350813,5,4,23
640822,3,19,5
181124,1,12,42
322643,3,18,44
129063,1,17,16
990144,5,11,42
850897,2,3,30
134521,4,20,4
472883,2,20,6
364864,4,17,38
665799,1,7,13
67689,4,14,36
752560,1,1,35
681431,5,1,30
806768,5,15,46
484912,4,17,6
430233,2,4,17
73749,1,11,25
462554,4,1,15
22799,5,1,45
123002,5,5,21
877234,1,20,9
213058,4,10,6
212686,5,17,6
91882,5,10,2
179543,1,3,43
559975,5,2,16
715979,4,20,19
66961,5,20,13
449574,5,3,48
377533,5,9,33
767101,2,8,10
384665,1,14,25
915032,1,9,31
336878,4,20,37
142839,3,13,14
939560,3,4,20
954035,1,15,11
835647,5,12,19
486995,3,12,47
830040,5,17,39
723759,5,17,25
694651,3,19,40
803861,1,17,40
257653,5,6,3
708959,5,18,50
796555,2,3,29
811715,4,16,39
193299,2,12,5
249274,3,18,30
790374,4,5,47
39718,4,20,37
320440,5,10,48
162902,5,8,33
342961,1,18,6
744092,2,5,25
592256,4,2,22
50748,2,14,41
241063,1,2,27
41797,5,15,26
381233,1,19,28
144216,3,13,14
943788,3,6,39
653139,2,6,10
881638,4,15,43
430638,1,13,43
476894,3,16,3
652383,5,16,25
534603,5,5,27
990820,5,18,38
845775,1,11,43
572488,4,20,3
437561,4,11,15
178254,3,14,34
75522,5,6,24
435776,5,20,14
452330,2,19,45
263172,4,13,22
198425,5,13,11
787676,3,7,4
817955,1,12,43
296556,2,19,17
357413,4,12,18
185110,3,14,23
325647,4,4,50
168164,1,20,5
440110,3,3,48
862498,4,17,29
255386,4,15,26
592438,4,13,48
360542,3,5,47
605213,4,3,46
496582,3,7,6
951200,3,17,41
143165,2,19,19
440529,4,8,23
348341,4,19,18
266539,3,8,4
271743,1,7,3
745288,5,3,6
638025,3,2,45
713409,3,18,32
298746,2,19,29
473336,1,4,26
702896,1,3,29
409570,4,3,46
863685,5,16,21
157792,2,18,28
782806,3,13,2
94065,3,19,18
56735,2,1,7
354943,2,13,12
491141,3,16,25
226190,1,6,22
829862,2,15,24
691280,5,18,13
262435,3,1,1
494159,5,6,40
214193,3,13,16
407362,5,3,3
518446,3,12,16
27819,2,13,12
775847,1,5,36
814965,1,18,38
767952,3,18,41
749520,2,18,36
125867,3,10,35
914185,5,19,1
927668,1,16,16
106910,3,10,37
549548,2,5,25
803127,1,5,50
592916,5,3,9
175742,1,12,45
497772,2,6,12
619423,4,10,30
141164,5,1,47
895383,5,10,1
547873,3,15,8
994212,1,12,17
160784,2,3,26
54891,4,17,44
628073,5,5,13
617120,5,8,4
703351,3,10,4
184808,1,2,41
347976,4,19,5
414752,2,1,4
148637,3,11,11
863459,4,10,48
469287,1,5,49
846575,2,8,36
413356,4,18,48
503629,2,11,25
723238,2,10,21
337455,3,3,7
422605,3,3,27
558962,4,5,12
190634,2,12,25
800797,5,1,43
453204,3,3,48
752870,1,18,11
923724,5,20,48
365238,1,2,42
626932,5,10,12
637026,2,5,15
542879,2,3,16
128960,5,15,21
982557,3,1,15
112841,5,13,16
387498,4,14,7
306377,4,15,26
117259,3,16,50
240370,1,16,9
648276,5,19,30
355592,5,17,5
436814,4,5,44
178167,2,6,28
417966,3,4,45
287475,2,14,22
855216,2,4,25
360301,1,15,24
32225,3,3,4
732184,1,13,48
678886,2,11,37
276269,2,11,44
134202,3,4,8
929533,5,19,47
41047,5,17,48
706571,3,3,14
66939,2,13,5
889567,3,9,20
341657,1,5,26
374989,1,19,18
234339,1,1,9
152234,4,7,3
626637,3,4,25
726249,3,1,17
571160,5,14,38
28692,3,15,47
211741,2,8,25
797477,4,1,18
496457,3,14,27
477807,3,9,31
642623,5,8,47
512528,2,1,43
842205,5,18,39
871303,4,15,1
628620,3,16,23
424499,3,5,5
228366,4,16,13
199237,4,7,31
579260,1,14,40
896580,5,7,3
603156,2,17,17
798269,1,15,40
469007,1,5,15
180901,3,1,13
986783,1,3,1
442097,1,19,10
578195,1,18,2
337817,4,15,18
917580,1,7,8
340666,3,17,46
654562,2,6,28
430117,4,10,15
943013,4,1,24
825162,4,14,27
805677,5,18,36
944929,3,10,15
311447,1,18,21
478231,2,11,4
427362,2,2,37
437405,1,14,24
280920,2,4,50
294832,4,12,42
812203,3,14,8
391724,1,4,21
813385,4,5,43
126363,4,20,46
343191,3,20,22
77393,5,12,49
257818,2,1,32
553389,5,2,38
774830,2,1,42
785081,2,1,13
90220,2,12,10
534924,5,6,40
124322,5,13,25
809272,3,10,17
577107,3,3,49
613524,2,5,10
50566,2,8,17
168781,5,13,4
167400,2,16,35
614185,1,18,2
999863,2,12,46
482440,2,18,11
532060,1,10,11
826009,3,18,22
110275,3,7,9
170238,5,17,39
670894,5,9,18
497949,4,18,13
42236,1,15,14
888740,2,6,31
484943,1,1,3
203463,3,18,30
970014,3,9,48
198626,4,2,19
923968,2,13,44
80373,2,20,25
122806,1,10,26
661950,3,15,29
418406,2,14,28
597441,2,18,7
191929,4,12,18
740162,2,20,10
945373,2,16,34
397935,5,16,23
61226,2,10,45
899499,3,17,39
340395,4,18,31
889726,2,10,30
208489,4,20,12
838165,3,12,46
879882,5,4,12
448297,1,11,23
922273,3,6,24
592857,1,19,37
728548,3,4,33
807706,4,7,1
951459,2,10,2
453523,5,19,47
704780,2,3,27
197375,4,15,49
837413,1,11,30
918929,5,6,1
968729,4,15,23
746230,2,16,2
975379,4,18,36
401331,3,18,41
451954,4,3,33
784892,3,11,29
958305,1,14,35
889027,1,1,22
671019,1,17,17
504832,2,17,48
724120,3,16,35
299670,3,17,27
582691,4,2,4
403897,1,4,17
316654,3,12,7
70028,5,5,2
441942,2,3,3
108972,2,7,18
267786,5,16,48
625970,3,3,32
430998,5,15,46
790117,5,14,44
303118,2,12,29
321933,2,14,33
708927,5,5,7
181058,1,16,48
256450,1,8,47
95711,2,12,38
569622,4,1,13
684018,3,8,31
161105,3,3,29
576421,5,19,16
206739,2,9,25
47645,2,5,18
755458,4,17,20
109208,3,10,13
685719,1,20,4
105212,1,7,37
172712,4,15,41
183881,2,11,11
538930,2,14,38
634806,2,18,5
71311,1,4,41
987011,2,20,43
786918,3,7,50
989738,2,14,16
263245,5,9,21
467414,2,6,46
558326,5,7,42
625143,2,3,16
535401,2,9,48
982571,3,7,28
757487,2,10,36
408736,2,2,8
936336,3,17,6
284155,2,18,34
701876,4,15,1
373385,4,15,32
619089,2,14,37
60531,3,1,24
58128,5,19,2
890097,4,10,31
284933,4,3,4
596457,1,15,19
48084,1,7,32
80576,3,18,16
634883,1,2,9
784432,3,13,14
694163,5,20,33
757132,2,10,20
220417,3,18,35
964439,4,6,5
442688,5,2,15
222888,1,8,15
682723,4,15,5
23454,3,4,47
424949,4,9,50
275404,2,18,18
764162,5,19,5
602478,4,15,49
809294,4,6,43
227826,4,11,21
642663,3,19,44
387740,4,19,22
306933,2,7,30
538441,1,20,44
841443,2,6,8
317883,3,1,44
833478,5,7,13
500507,2,13,26
522039,3,3,16
892081,2,10,26
235873,3,6,38
358148,5,1,26
372850,2,3,48
839937,3,20,32
284356,1,9,32
54922,2,12,31
234565,4,7,41
359180,1,6,25
204382,3,12,3
338598,1,5,38
913900,2,4,36
870493,5,19,20
713821,5,2,10
45955,5,2,6
405879,3,1,6
122046,4,10,13
294794,1,1,7
200454,3,19,10
220808,4,16,44
874705,2,18,22
730459,1,13,43
643772,2,3,33
61821,3,14,30
150335,1,12,11
485300,5,20,14
388375,3,6,44
848536,2,8,3
852996,4,5,24
328353,5,15,4
46013,1,17,22
136154,4,6,35
83856,5,9,24
988915,4,9,38
155171,3,9,28
127420,4,20,37
758276,5,11,3
45251,2,13,19
342445,4,7,10
106020,4,13,44
730849,3,8,48
556217,1,9,6
345131,3,4,43
369754,5,3,9
257729,5,10,26
258222,3,12,46
639771,1,20,25
468627,1,19,1
572155,2,16,38
738187,2,18,5
396053,3,8,44
438572,5,4,50
299694,3,1,23
377601,2,5,2
853797,3,13,9
89284,1,9,3
672327,2,7,2
343528,5,5,38
334915,1,7,3
462027,3,12,19
491935,1,15,7
697669,4,17,17
35048,2,9,47
781638,2,1,41
713771,5,20,30
36001,4,15,36
984264,1,6,9
377956,5,13,43
72590,4,3,47
479739,4,12,10
466089,5,15,18
810714,2,9,25
96867,5,1,2
697708,5,16,15
237668,2,3,12
909840,1,8,25
509936,4,14,9
254512,2,8,13
93919,4,19,22
266728,3,9,5
179085,3,19,37
498347,1,20,49
668597,3,9,21
347787,2,16,49
585153,5,17,22
724047,3,9,26
308582,5,6,18
724780,2,18,31
165582,5,13,8
